image_path,label
/content/drive/My Drive/facial_expression_dataset/train/sad/31218.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/26426.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/3694.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/34046.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/9432.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/18792.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/1272.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/30122.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/4538.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/23874.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/30025.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/23045.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/30032.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/773.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/21142.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/1329.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/15798.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/9731.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/18129.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/14692.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/23510.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/21983.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/20619.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/28899.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/20554.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/22869.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/3888.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/2705.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/14591.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/11911.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/9603.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/10264.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/16572.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/32239.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/19784.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/13699.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/5590.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/14441.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/24283.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/4048.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/34848.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/28463.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/13088.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/5659.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/11468.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/7620.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/23067.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/33485.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/20858.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/4445.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/28886.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/22295.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/6293.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/23393.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/1453.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/17553.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/9646.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/18975.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/24814.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/25958.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/6575.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/25581.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/8803.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/21577.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/5565.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/32878.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/2346.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/19227.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/13382.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/28914.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/35286.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/8057.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/17435.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/33957.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/disgust/10606.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/sad/34078.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/7401.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/33959.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/23227.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/24138.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/25411.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/17540.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/18328.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/disgust/30828.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/sad/5862.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/24394.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/23918.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/6536.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/27677.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/17723.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/27708.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/16479.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/6736.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/17892.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/surprise/6601.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/31443.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/12995.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/10735.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/35258.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/2167.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/24172.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/19909.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/782.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/6258.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/19010.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/29169.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/1112.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/26917.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/32797.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/17923.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/2100.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/13444.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/35025.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/9561.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/4212.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/8658.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/disgust/24955.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/neutral/13635.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/15729.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/29323.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/19440.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/35459.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/16069.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/768.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/9944.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/14698.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/18280.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/26219.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/10498.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/9269.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/34104.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/753.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/23512.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/15953.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/13809.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/28844.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/2264.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/15989.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/20000.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/35719.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/33618.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/22450.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/12249.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/21381.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/15482.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/18719.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/28464.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/34317.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/5699.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/19169.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/33186.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/10151.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/20816.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/2994.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/18847.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/30898.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/7237.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/13240.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/27753.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/27739.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/27743.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/9854.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/27030.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/6260.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/484.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/disgust/12115.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/neutral/8748.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/1852.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/3046.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/33969.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/35428.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/7488.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/16612.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/7436.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/34490.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/14640.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/fear/24905.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/14093.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/15961.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/6830.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/4729.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/2394.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/17924.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/6932.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/8488.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/3295.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/7229.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/28228.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/25572.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/3305.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/32196.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/29992.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/31725.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/32233.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/21453.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/25792.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/5828.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/8777.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/30604.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/1200.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/32118.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/20282.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/4337.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/30589.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/5005.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/35736.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/16267.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/angry/33356.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/19927.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/34621.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/fear/6639.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/fear/14418.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/32471.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/disgust/8353.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/sad/24260.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/1518.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/35718.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/22818.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/31658.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/22098.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/17396.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/28095.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/25301.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/12378.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/20591.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/5798.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/29548.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/18124.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/5425.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/4557.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/5299.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/28913.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/12427.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/21175.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/24864.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/7698.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/disgust/11731.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/surprise/24809.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/24267.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/11333.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/29842.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/33615.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/16092.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/35247.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/12873.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/16017.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/29008.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/29175.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/6201.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/8486.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/19836.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/30665.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/625.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/8647.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/31335.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/25465.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/8432.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/34321.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/9435.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/30917.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/14227.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/20569.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/30960.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/6101.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/14512.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/12932.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/25547.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/23641.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/32313.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/26031.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/29882.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/14805.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/10283.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/10763.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/21847.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/17614.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/happy/7028.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/8552.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/16810.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/602.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/24895.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/17165.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/15636.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/27990.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/12298.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/34.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/28699.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/10132.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/30373.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/31087.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/17862.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/19647.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/1616.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/26706.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/6943.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/12926.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/35141.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/25081.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/11005.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/disgust/33974.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/happy/14846.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/18.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/16095.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/happy/3218.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/5250.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/12734.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/5146.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/disgust/29512.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/neutral/35124.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/30091.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/15.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/9894.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/2605.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/33345.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/10289.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/15299.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/33730.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/30861.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/35532.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/33130.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/4292.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/9623.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/7650.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/25580.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/20068.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/disgust/17751.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/angry/31564.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/surprise/12461.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/11965.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/11839.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/4869.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/28940.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/3723.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/31435.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/angry/35522.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/neutral/29232.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/neutral/26393.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/33183.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/angry/27961.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/19818.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/31817.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/27618.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/surprise/25155.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/34012.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/surprise/15252.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/3955.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/2915.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/sad/30088.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/sad/30224.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/happy/34760.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/neutral/7312.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/14997.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/22189.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/12287.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/neutral/25509.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/sad/20661.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/28268.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/disgust/15050.jpg,disgust
/content/drive/My Drive/facial_expression_dataset/train/surprise/10760.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/fear/22932.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/30987.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/fear/23906.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/20115.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/surprise/22562.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/sad/1609.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/angry/32306.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/20435.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/1421.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/angry/8528.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/sad/29350.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/surprise/26802.jpg,surprise
/content/drive/My Drive/facial_expression_dataset/train/angry/33088.jpg,angry
/content/drive/My Drive/facial_expression_dataset/train/happy/18705.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/19393.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/fear/23727.jpg,fear
/content/drive/My Drive/facial_expression_dataset/train/neutral/10522.jpg,neutral
/content/drive/My Drive/facial_expression_dataset/train/happy/5614.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/6261.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/happy/20702.jpg,happy
/content/drive/My Drive/facial_expression_dataset/train/sad/7579.jpg,sad
/content/drive/My Drive/facial_expression_dataset/train/neutral/16305.jpg,neutral
